smiles,uM_value,pchembl_value
O=c1c(-c2ccc3ccccc3c2)cc2ccccc2n1O,2.9,5.54
O=c1c(-c2ccccc2C(F)(F)F)cc2ccccc2n1O,5.9,5.23
Cc1ccccc1-c1cc2ccccc2n(O)c1=O,3.0,5.52
COc1ccccc1-c1cc2ccccc2n(O)c1=O,7.6,5.12
O=c1c(-c2cccc3ccccc23)cc2cc3c(cc2n1O)OCO3,4.2,5.38
COc1ccc2c(c1)cc(-c1cccc3ccccc13)c(=O)n2O,1.3,5.89
COc1cc2cc(-c3cccc4ccccc34)c(=O)n(O)c2cc1OC,5.0,5.3
O=c1c(-c2cccc3ccccc23)cc2c3c(ccc2n1O)OCO3,1.9,5.72
O=c1c(-c2cccc3ccccc23)cc2cc(F)ccc2n1O,1.1,5.96
O=c1c(-c2cccc3ccccc23)cc2c(F)cccc2n1O,1.4,5.85
O=c1c(-c2cccc3ccccc23)cc2cc(O)ccc2n1O,2.5,5.6
Cc1ccccc1-c1cc2cc3c(cc2n(O)c1=O)OCO3,4.6,5.34
COc1ccc2c(c1)cc(-c1ccccc1C)c(=O)n2O,1.3,5.89
COc1cc2cc(-c3ccccc3C)c(=O)n(O)c2cc1OC,5.5,5.26
Cc1ccccc1-c1cc2c3c(ccc2n(O)c1=O)OCO3,3.6,5.44
Cc1ccccc1-c1cc2cc(F)ccc2n(O)c1=O,4.8,5.32
Cc1ccccc1-c1cc2c(F)cccc2n(O)c1=O,5.0,5.3
Cc1ccccc1-c1cc2cc(O)ccc2n(O)c1=O,3.5,5.46
COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,0.08929999999999999,7.05
CO[C@H]1CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,0.21,6.68
COC1=CC(=O)N(C(=O)CC[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C.O=C(O)C(F)(F)F,4.375,5.36
CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1)N(C)C.O=C(O)C(F)(F)F,0.54,6.27
CC[C@H](C)[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)N1C[C@@H](O)C[C@H]1C(=O)OC)N(C)C.O=C(O)C(F)(F)F,1.9,5.72
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,0.32,6.5
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)Nc1nccs1.O=C(O)C(F)(F)F,1.1,5.96
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,5.4,5.27
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]1CCCN1C)C(=O)N[C@@H](C)/C=C/C(=O)N[C@@H](C)C(=O)NCc1ccccc1.O=C(O)C(F)(F)F,6.6,5.18
COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C1.O=C(O)C(F)(F)F,0.0573,7.24
COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1C(C)C.O=C(O)C(F)(F)F,0.0166,7.78
COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1ccc(O)cc1.O=C(O)C(F)(F)F,0.02,7.7
COC1=CC(=O)N(C(=O)/C=C/[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)[C@H]1Cc1c[nH]c2ccccc12.O=C(O)C(F)(F)F,0.009699999999999999,8.01
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)C)N(C)C)C(=O)N[C@@H](C)/C=C/C(=O)N1CC(OCc2ccccc2)=CC1=O.O=C(O)C(F)(F)F,0.096,7.02
CC(C)(C)OC(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,0.783,6.11
CC(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,0.619,6.21
CCC(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,0.455,6.34
CC(C)C(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,0.532,6.27
CC(C)(C)C(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,0.227,6.64
CC(C)(C)NC(=O)NC(C(=O)NO)c1ccc(-n2cccn2)cc1,0.597,6.22
O=C(NC(C(=O)NO)c1ccc(-n2cccn2)cc1)c1ccccc1F,0.351,6.46
O=C(NC(C(=O)NO)c1ccc(-n2cccn2)cc1)c1cccc(F)c1,0.429,6.37
O=C(NC(C(=O)NO)c1ccc(-n2cccn2)cc1)c1ccc(F)cc1,0.703,6.15
Nc1cccc(C(=O)NC(C(=O)NO)c2ccc(-n3cccn3)cc2)c1,0.233,6.63
Nc1ccc(C(=O)NC(C(=O)NO)c2ccc(-n3cccn3)cc2)cc1,0.228,6.64
O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O,48.17,4.32
Cn1cc(NC(=O)c2cc(NC(=O)c3cc(NC(=O)c4cc5ccccc5cn4)cn3C)cn2C)cc1C(=O)NCCCN1CCOCC1,7.86,5.11
COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)cc1[N+](=O)[O-],0.040659999999999995,7.39
COc1ccc(C(=O)/C=C/c2ccc(C(=O)O)cc2)c(OC)c1,0.01483,7.83
O=C(O)c1ccc(/C=C/C(=O)c2ccc(Cl)c(Cl)c2Cl)cc1,0.04096,7.39
Cc1ccc(C(=O)/C=C/c2ccc(C(=O)O[C@@H]3O[C@@H]4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)o1,0.00198,8.7
C[C@@H]1CC[C@H]2[C@@H](C)C(OC(=O)c3ccc(/C=C/C(=O)c4ccccc4)cc3)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@]32OO4,0.00973,8.01
COc1ccc(C(=O)/C=C/c2ccc(C(=O)OC3O[C@@H]4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)cc1[N+](=O)[O-],0.00587,8.23
COc1ccc(C(=O)/C=C/c2ccc(C(=O)OC3O[C@@H]4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)cc1OC,0.0033599999999999997,8.47
COc1ccc(C(=O)/C=C/c2ccc(C(=O)OC3O[C@@H]4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)[C@@]46OO5)cc2)c(OC)c1,0.00302,8.52
C[C@H]1[C@@H](OC(=O)c2ccc(/C=C/C(=O)c3ccc(Cl)c(Cl)c3Cl)cc2)O[C@@H]2O[C@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,0.01067,7.97
CC(C)(N)CNc1ccnc2cc(Cl)ccc12,0.00552,8.26
CN(C)C(C)(C)CNc1ccnc2cc(Cl)ccc12,0.00552,8.26
O=C([C@H](Cc1ccccc1)N1C(=O)c2ccccc2C1=O)N1CCC(Cc2ccccc2)CC1,12.16,4.92
CCN(CC)CCNc1cc(Cl)cc2nc3c4ccccc4n(CCN4CCCC4)c3cc12,0.656,6.18
Clc1cc(NCCN2CCCC2)c2cc3c(nc2c1)c1ccccc1n3CCN1CCCC1,0.468,6.33
CCN(CC)CCCNc1cc(Cl)cc2nc3c4ccccc4n(CCN4CCCC4)c3cc12,0.48,6.32
Clc1cc(NCCCN2CCCCC2)c2cc3c(nc2c1)c1ccccc1n3CCN1CCCC1,0.535,6.27
Clc1cc(NCCCN2CCOCC2)c2cc3c(nc2c1)c1ccccc1n3CCN1CCCC1,0.469,6.33
CCN(CC)CCCC(C)Nc1cc(Cl)cc2nc3c4ccccc4n(CCN4CCCC4)c3cc12,0.245,6.61
CCN(CC)CCNc1cc(Cl)cc2nc3c4cc(Cl)ccc4n(CCN4CCCC4)c3cc12,0.245,6.61
Clc1cc(NCCN2CCCC2)c2cc3c(nc2c1)c1cc(Cl)ccc1n3CCN1CCCC1,0.375,6.43
CCN(CC)CCCNc1cc(Cl)cc2nc3c4cc(Cl)ccc4n(CCN4CCCC4)c3cc12,0.392,6.41
Clc1cc(NCCCN2CCCCC2)c2cc3c(nc2c1)c1cc(Cl)ccc1n3CCN1CCCC1,0.66,6.18
Clc1cc(NCCCN2CCOCC2)c2cc3c(nc2c1)c1cc(Cl)ccc1n3CCN1CCCC1,0.407,6.39
CCN(CC)CCCC(C)Nc1cc(Cl)cc2nc3c4cc(Cl)ccc4n(CCN4CCCC4)c3cc12,0.456,6.34
CCN(CC)CCCNc1cc(Cl)cc2nc3c4ccccc4n(CCN4CCOCC4)c3cc12,0.32,6.5
CCN(CC)CCCNc1cc(Cl)cc2nc3c4cc(Cl)ccc4n(CCN4CCOCC4)c3cc12,0.199,6.7
CCN(CC)CCNc1cc(Cl)cc2nc3c4cc(Cl)ccc4n(CCN4CCOCC4)c3cc12,0.513,6.29
CCN(CC)CCNc1cc(Cl)cc2nc3c4cc(Cl)ccc4n(CCN(CC)CC)c3cc12,0.397,6.4
O=C([C@H](Cc1ccccc1)N1C(=O)c2ccccc2C1=O)N1CCCC1,87.6,4.06
O=C([C@H](Cc1ccccc1)N1C(=O)c2ccccc2C1=O)N1CCCCC1,36.05,4.44
CC(C)C[C@@H](C(=O)N1CCC(Cc2ccccc2)CC1)N1C(=O)c2ccccc2C1=O,44.23,4.35
CC(C)[C@@H](C(=O)N1CCC(Cc2ccccc2)CC1)N1C(=O)c2ccccc2C1=O,48.24,4.32
CC[C@H](C)[C@@H](C(=O)N1CCC(Cc2ccccc2)CC1)N1C(=O)c2ccccc2C1=O,53.79,4.27
CC[C@@H](C)[C@@H](C(=O)N1CCOCC1)N1C(=O)c2ccccc2C1=O,60.57,4.22
O=C([C@H](Cc1ccccc1)N1C(=O)c2ccccc2C1=O)N1CCN(C(=O)[C@H](Cc2ccccc2)N2C(=O)c3ccccc3C2=O)CC1,52.7,4.28
CC(C)[C@@H](C(=O)N1CCN(C(=O)[C@H](C(C)C)N2C(=O)c3ccccc3C2=O)CC1)N1C(=O)c2ccccc2C1=O,16.89,4.77
CC[C@@H](C)[C@@H](C(=O)N1CCN(C(=O)[C@H]([C@H](C)CC)N2C(=O)c3ccccc3C2=O)CC1)N1C(=O)c2ccccc2C1=O,5.97,5.22
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N1CCCCC1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCN=C1COc1ccc(F)cc1,5.5,5.26
CC(C)C[C@H](NC(=O)CN1CCC(O)CC1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCN=C1COc1ccc(F)cc1,10.0,5.0
CC(C)C[C@H](NC(=O)CN1CCC(CCO)CC1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCN=C1COc1ccc(F)cc1,18.8,4.73
CC(C)C[C@H](NC(=O)CN1CCN(C)CC1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCN=C1COc1ccc(F)cc1,17.5,4.76
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N1CCCCC1)C(=O)N[C@H](C(=O)N1CCN=C1COc1ccc(F)cc1)c1ccccc1,5.2,5.28
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1COc1ccc(F)cc1,10.0,5.0
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N1CCCCC1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1COc1ccc(F)cc1,9.7,5.01
CC(C)C[C@H](NC(=O)CN1CCC(O)CC1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1COc1ccc(F)cc1,16.7,4.78
CC(C)C[C@H](NC(=O)CN1CCC(CCO)CC1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC[C@H]1COc1ccc(F)cc1,6.7,5.17
COC(=O)C1CCN(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N2CCC[C@H]2COc2ccc(F)cc2)CC1,6.7,5.17
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1)C(=O)N[C@H](C(=O)N1CCC[C@H]1COc1ccc(F)cc1)c1ccccc1,0.9,6.05
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N1CCC[C@H]1COc1ccc(F)cc1,10.2,4.99
COc1ccc(OC[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)N2CCCCC2)cc1,35.7,4.45
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)N1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)NNc1ccccc1,14.2,4.85
CC(C)C[C@H](NC(=O)c1ccco1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(=O)NNc1ccccc1,27.9,4.55
CC(C)(C)C(=O)OCOP(=O)(CCCN(O)C=O)OCOC(=O)C(C)(C)C,0.48,6.32
CCCCOC(=O)OCOP(=O)(OCOC(=O)OCCCC)C(CCC(=O)NO)c1ccc(F)c(F)c1,0.039,7.41
CCCCOC(=O)OCOP(=O)(OCOC(=O)OCCCC)C(CCC(=O)N(C)O)c1ccc(F)c(F)c1,0.013,7.89
CCCCOC(=O)OCOP(=O)(OCOC(=O)OCCCC)C(OCC(=O)N(C)O)c1ccc(F)c(F)c1,0.014,7.85
CC(C)OC(=O)OCOP(=O)(OCOC(=O)OC(C)C)C(CCC(=O)NO)c1ccc(F)c(F)c1,0.049,7.31
CC(C)OC(=O)OCOP(=O)(OCOC(=O)OC(C)C)C(CCC(=O)N(C)O)c1ccc(F)c(F)c1,0.008,8.1
CC(C)OC(=O)OCOP(=O)(OCOC(=O)OC(C)C)C(OCC(=O)N(C)O)c1ccc(F)c(F)c1,0.035,7.46
CN(O)C(=O)COC(c1ccc(F)c(F)c1)P(=O)(OCOC(=O)OC(C)(C)C)OCOC(=O)OC(C)(C)C,0.013,7.89
CC(=O)ON(C)C(=O)CCC(c1ccc(F)c(F)c1)P(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,0.013,7.89
CCOC(=O)ON(C)C(=O)CCC(c1ccc(F)c(F)c1)P(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,0.028,7.55
CCNC(=O)ON(C)C(=O)CCC(c1ccc(F)c(F)c1)P(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,0.014,7.85
CC(C)OC(=O)OCOP(=O)(OCOC(=O)OC(C)C)C(CCC(=O)N(C)OC(=O)C(C)(C)C)c1ccc(F)c(F)c1,0.043,7.37
CC(=O)ON(C)C(=O)CCC(c1ccc(F)c(F)c1)P(=O)(OCOC(=O)OC(C)(C)C)OCOC(=O)OC(C)(C)C,0.114,6.94
CCOC(=O)ON(C)C(=O)CCC(c1ccc(F)c(F)c1)P(=O)(OCOC(=O)OC(C)(C)C)OCOC(=O)OC(C)(C)C,0.083,7.08
CCNC(=O)ON(C)C(=O)CCC(c1ccc(F)c(F)c1)P(=O)(OCOC(=O)OC(C)(C)C)OCOC(=O)OC(C)(C)C,0.045,7.35
CN(OC(=O)C(C)(C)C)C(=O)CCC(c1ccc(F)c(F)c1)P(=O)(OCOC(=O)OC(C)(C)C)OCOC(=O)OC(C)(C)C,0.2,6.7
CCOC(=O)ON(C)C(=O)COC(c1ccc(F)c(F)c1)P(=O)(OCOC(=O)OC(C)(C)C)OCOC(=O)OC(C)(C)C,0.023,7.64
CCNC(=O)ON(C)C(=O)COC(c1ccc(F)c(F)c1)P(=O)(OCOC(=O)OC(C)(C)C)OCOC(=O)OC(C)(C)C,0.031,7.51
Cn1cc2c3cc(Br)ccc3nc-2c2cc(F)ccc21,0.1193,6.92
Cn1cc2c3ccccc3nc-2c2cc(Cl)ccc21,0.22130000000000002,6.66
Cn1cc2c3cc(F)ccc3nc-2c2cc(Cl)ccc21,0.1658,6.78
Cn1cc2c3cc(Cl)ccc3nc-2c2cc(Cl)ccc21,0.1722,6.76
Cc1cc(Br)cc2c3cn(C)c4ccc(Cl)cc4c-3nc12,0.095,7.02
COc1ccc2nc3c4cc(Cl)ccc4n(C)cc-3c2c1,0.2114,6.67
Cn1cc2c3ccc4ccccc4c3nc-2c2cc(Cl)ccc21,0.1363,6.87
Cc1cccc2c3nc4ccccc4c-3cn(C)c12,1.5694000000000001,5.8
Cn1cc2c3cc(Br)ccc3nc-2c2cccc(F)c21,0.178,6.75
Cn1cc2c3cc(Br)ccc3nc-2c2ccc(F)cc21,0.037899999999999996,7.42
Cn1cc2c3cc(Br)ccc3nc-2c2ccc(F)c(F)c21,0.2902,6.54
Cn1cc2c3cc(Br)ccc3nc-2c2cc(C(F)(F)F)ccc21,0.5792999999999999,6.24
Cn1cc2c3cc(Br)ccc3nc-2c2cc(OC(F)(F)F)ccc21,0.0577,7.24
Cn1cc2c3cc(Br)ccc3nc-2c2cc(Cl)cc(F)c21,0.7577999999999999,6.12
Cc1ccc(-c2cc3nc(NC(C)(C)C)[nH]c(=O)c3s2)cc1,0.14,6.85
Cc1ccc(-c2cc3nc(NC(C)C)[nH]c(=O)c3s2)cc1,0.247,6.61
CC(C)(C)Nc1nc2cc(-c3ccc(Cl)cc3)sc2c(=O)[nH]1,0.344,6.46
Cc1ccc(-c2cc3nc(NC(C)(C)C)[nH]c(=O)c3s2)cc1.Cl,0.035,7.46
Cc1ccc(-c2cc3nc(NC(C)C)[nH]c(=O)c3s2)cc1.O=C(O)/C=C/C(=O)O,0.182,6.74
CC(C)(C)Nc1nc2cc(-c3ccc(Cl)cc3)sc2c(=O)[nH]1.O=C(O)/C=C/C(=O)O,0.168,6.78
CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)cc(-c2ccc(Cl)cc2)c1O,0.0095,8.02
COc1ccc2nc3cc(Cl)ccc3c(Nc3cc(CN4CCCC4)c(O)c(CN4CCCC4)c3)c2n1,0.0057,8.24
O=C(Nc1ccccc1)Nc1ccccc1,13.79,4.86
O=C(NCCCNCCCCCNCCCNC(=O)Nc1ccccc1)Nc1ccccc1,0.246,6.61
S=C(NCCCNCCCCCNCCCNC(=S)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,0.04,7.4
S=C(NCCCNCCCCCNCCCNC(=S)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,0.076,7.12
O=C(NCCCNCCCCCNCCCNC(=O)NCc1ccccc1)NCc1ccccc1,0.793,6.1
O=C(NCCCNCCCCCNCCCNC(=O)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,0.047,7.33
O=C(NCCCNCCCCCNCCCNC(=O)NCC(c1ccccc1)c1ccccc1)NCC(c1ccccc1)c1ccccc1,0.028,7.55
O=C(NCCCNCCCCCNCCCNC(=O)NCCC(c1ccccc1)c1ccccc1)NCCC(c1ccccc1)c1ccccc1,0.03,7.52
S=C(NCCCNCCCCCNCCCNC(=S)NCc1ccccc1)NCc1ccccc1,0.249,6.6
S=C(NCCCNCCCCCNCCCNC(=S)NC(c1ccccc1)c1ccccc1)NC(c1ccccc1)c1ccccc1,0.068,7.17
CC[C@H](C)[C@@H]1NC(=O)CNC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](CO)NC(=O)CNC(=O)[C@H](CC(C)C)NC1=O,42.0,4.38
CC[C@H](C)[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C(=O)[C@H]([C@@H](C)CC)NC(=O)CNC(=O)[C@H](CCSC)NC1=O,9.0,5.05
CC[C@H](C)[C@@H]1NC(=O)[C@H]([C@@H](C)O)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C(C)C)NC(=O)CNC(=O)[C@H](CC(C)C)NC1=O,16.0,4.8
C[C@@H](O)[C@@H]1NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC1=O,2.0,5.7
O=C(O)c1ccc(Oc2ccc3c(c2)B(O)OC3)cn1,0.54,6.27
COC(=O)c1ccc(Oc2ccc3c(c2)B(O)OC3)cn1,0.12,6.92
COC(=O)c1ccc(Oc2ccc3c(c2)B(O)OC3)nn1,0.1,7.0
COC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.0019,8.72
N#Cc1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,3.25,5.49
OCc1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,2.24,5.65
NCc1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.47,6.33
NC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.35,6.46
CNC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.32,6.5
CCNC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.87,6.06
CN(C)C(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.96,6.02
O=C(NCCO)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,5.9,5.23
CC(C)S(=O)(=O)NC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.13,6.89
O/N=C/c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,3.0,5.52
CC1(C)COC(c2cnc(Oc3ccc4c(c3)B(O)OC4)cn2)=N1,1.46,5.84
CCOC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.0044,8.36
CC(C)OC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.0014,8.85
CC(C)COC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.0025,8.6
CCCCOC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.0007,9.15
CC(C)(C)OC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.022,7.66
CC(C)CCOC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.002,8.7
O=C(OC1CCCCC1)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.0029,8.54
CC(C)(C)COC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.0089,8.05
CC(C)(N)COC(=O)c1cnc(Oc2ccc3c(c2)B(O)OC3)cn1,0.25,6.6
[C-]#[N+]C1=CC(C)(C)[C@@H]2CC[C@@]3(C)CCC[C@@]12C3,0.3,6.52
[C-]#[N+][C@@H]1CC(C)(C)[C@@H]2CC[C@@]3(C)CCC[C@@]12C3,0.29,6.54
[C-]#[N+][C@@H]1CCC(C)=C[C@@H]2[C@@H](C(C)C)CC[C@]21C,0.26,6.58
CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](OC(C)=O)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]12,21.0,4.68
CC(=O)O[C@@H]1CC[C@]2(C)[C@H]3CC[C@]4(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@H]4[C@@H]3C[C@H](OC(C)=O)[C@@H]2C1,32.7,4.49
CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](C1)[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1[C@@H]2CC[C@]2(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]12,8.1,5.09
CC(=O)O[C@@H]1CC[C@@]2(C)[C@H](CC[C@@H]3[C@@H]2C[C@H](OC(C)=O)[C@]2(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]32)C1,30.5,4.52
CC(=O)O[C@@H]1CC[C@@]2(C)[C@@H](C1)C[C@@H](OC(C)=O)[C@@H]1[C@@H]2C[C@H](OC(C)=O)[C@]2(C)[C@@H]([C@H](C)CCC(=O)O)CC[C@@H]12,22.5,4.65
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H](OC(C)=O)[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccc(OC)cc12,0.4596,6.34
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccc(OC)cc12,0.056,7.25
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4CC[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4C[C@H](OC(C)=O)[C@]23C)nc2ccc(OC)cc12,0.19669999999999999,6.71
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4[C@H](OC(C)=O)C[C@@H]5C[C@H](OC(C)=O)CC[C@]5(C)[C@H]4C[C@H](OC(C)=O)[C@]23C)nc2ccc(OC)cc12,0.0435,7.36
C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1cc(CC[C@@H](C)[C@H]2CC[C@H]3[C@@H]4C[C@H](O)[C@@H]5C[C@H](O)CC[C@]5(C)[C@H]4CC[C@]23C)nc2ccc(OC)cc12,0.224,6.65
